Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1CC6CA,2020.09,1033.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2020.12,1024.605,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2021.03,961.839,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2021.06,1066.475,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2021.09,902.091,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2021.12,1175.036,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2022.03,1082.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2022.06,1178.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2022.09,1257.909,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CS,2016.06,902.006,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2016.09,890.582,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2016.12,889.791,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2017.03,895.145,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2017.06,882.984,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2017.09,904.529,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2017.12,917.564,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2018.03,880.487,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2018.06,896.186,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2018.09,924.38,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2018.12,890.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2019.03,942.305,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2019.06,945.11,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2019.09,921.889,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2019.12,914.364,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2020.03,924.432,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2020.06,723.424,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2020.09,997.503,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2020.12,992.783,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2021.03,1032.022,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2021.06,1066.25,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2021.09,871.127,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2021.12,1139.27,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2022.03,1159.658,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2022.06,1179.142,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CS,2022.09,1215.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC6CT,2016.06,886.513,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2016.09,896.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2016.12,891.198,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2017.03,889.646,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2017.06,889.845,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2017.09,904.484,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2017.12,906.954,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2018.03,890.999,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2018.06,897.217,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2018.09,914.003,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2018.12,922.567,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2019.03,936.676,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2019.06,942.247,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2019.09,924.813,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2019.12,915.038,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2020.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2021.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2021.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2021.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2021.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2022.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2022.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC6CT,2022.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CA,2016.06,2432.778,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2016.09,2498.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2016.12,2499.28,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.03,2362.348,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.06,2677.296,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.09,2745.004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.12,2640.204,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.03,2520.431,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.06,2831.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.09,2928.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.12,2860.894,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.03,2642.363,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.06,2871.895,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.09,3041.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.12,2916.519,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.03,2599.168,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.06,2260.46,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.09,3070.947,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.12,2999.024,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2021.03,2754.132,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2021.06,3230.641,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2021.09,2879.037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2021.12,3714.878,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2022.03,3424.98,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2022.06,3859.858,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2022.09,3936.53,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CS,2016.06,2392.275,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2016.09,2402.639,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2016.12,2468.538,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2017.03,2542.394,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2017.06,2632.082,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2017.09,2633.492,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2017.12,2605.424,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2018.03,2723.136,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2018.06,2784.553,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2018.09,2801.496,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2018.12,2820.436,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2019.03,2863.569,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2019.06,2826.187,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2019.09,2906.91,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2019.12,2866.937,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2020.03,2824.608,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2020.06,2226.93,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2020.09,2934.92,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2020.12,2939.058,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2021.03,2999.991,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2021.06,3182.732,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2021.09,2754.759,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2021.12,3631.707,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2022.03,3735.259,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2022.06,3801.207,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CS,2022.09,3771.4,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC7CT,2016.06,2385.897,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2016.09,2411.075,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2016.12,2464.466,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.03,2550.617,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.06,2618.382,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.09,2631.894,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.12,2646.374,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.03,2714.383,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.06,2780.271,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.09,2803.278,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.12,2829.546,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.03,2842.351,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.06,2859,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.09,2879.823,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.12,2868.43,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
